Cites,Authors,Title,Year,Source,,,,,
21,"E Stolterman, H Jung, R Will, ...",Device landscapes: A new challenge to interaction design and HCI research,2013,Archives of Design …,,,,,
20,R Capra,HCI browser: A tool for studying web search behavior,2010,Proceedings of the American Society for Information …,,,,,
25,"NS Shami, JT Hancock, C Peter, M Muller, ...",Measuring affect in HCI: going beyond the individual,2008,CHI'08 extended …,,,,,
12,"C Boletsis, JE Cedergren, ...",HCI research in virtual reality: A discussion of problem-solving,2017,… Conference on Interfaces …,,,,,
114,"L Dubé, A Herzenberg",Vibrational Excitation of Polar Molecules by Slow Electrons: HCI,1977,Physical Review Letters,,,,,
24,A Butz,User interfaces and HCI for ambient intelligence and smart environments,2010,Handbook of ambient intelligence and smart …,,,,,
37,SW Draper,The notion of task in HCI,1993,INTERACT'93 and CHI'93 Conference Companion on …,,,,,
10,"N Kumar, K Heimerl, D Nemer, N Karusala, ...",HCI Across borders: Paving new pathways,2018,Extended Abstracts of …,,,,,
24,"C Kruschitz, M Hitz",Analyzing the HCI design pattern variety,2010,Proceedings of the 1st Asian Conference on …,,,,,
26,L Chittaro,HCI aspects of mobile devices and services,2004,,,,,,
14,"O Mubin, A Al Mahmud, M Ahmad",HCI down under: Reflecting on a decade of the OzCHI conference,2017,Scientometrics,,,,,
5,"L Oppermann, A Boden, B Hofmann, W Prinz, ...",Beyond HCI and CSCW: Challenges and useful practices towards a human-centred vision of AI and IA,2019,Proceedings of the …,,,,,
3,"A Alvarado Garcia, K Badillo-Urquiola, ...","Fostering HCI Research in, by, and for Latin America",2020,Extended Abstracts of …,,,,,
17,"R Chow, S Egelman, R Kannavara, H Lee, ...",HCI in Business: A collaboration with academia in IoT privacy,2015,… Conference on HCI in …,,,,,
52,"MT Vo, A Waibel",Multi-modal HCI: combination of gesture and speech recognition,1993,INTERACT'93 and CHI'93 Conference Companion on …,,,,,
22,"CA Loto, OO Joseph, RT Loto",Adsorption and inhibitive properties of Camellia Sinensis for aluminium alloy in HCI,2014,International …,,,,,
35,"G O'Hare, M O'Grady",Addressing mobile HCI needs through agents,2002,International Conference on Mobile Human …,,,,,
27,"B Sener, P Wormald",User evaluation of HCI concepts for defining product form,2008,Design studies,,,,,
13,"C Leitão, C Maciel, LSG Piccolo, L Salgado, ...",Human Values in HCI: a challenge for the GrandIHC-BR,2017,Proceedings of the XVI …,,,,,
26,"L Olfman, RP Bostrom, MK Sein",Developing training strategies with an HCI perspective,2014,Human-computer interaction …,,,,,
5,"P Gough, L Pschetz, N Ahmadpour, ...",The Nature of biodesigned systems: Directions for HCI,2020,… Publication of the 2020 …,,,,,
19,"B Manaris, R McCauley",Incorporating HCI into the undergraduate curriculum: Bloom's taxonomy meets the CC'01 curricular guidelines,2004,34th Annual Frontiers in Education …,,,,,
25,L Oshlyansky,"Cultural models in HCI: Hofstede, affordance and technology acceptance",2007,,,,,,
18,"RN Bashir, S Qadri, RM Saleem, M Naeem, ...",Human computer interaction (hci) in ubiquitous computing,2014,International Journal of …,,,,,
29,S Fincher,Patterns for HCI and Cognitive Dimensions: two halves of the same story?,2002,PPIG,,,,,
26,"GR Naik, DK Kumar, H Weghorn, ...",Subtle hand gesture identification for hci using temporal decorrelation source separation bss of surface emg,2007,… Conference of the …,,,,,
27,"WH Idris, SM AbdelRahman, HB ELmaki, EE Babiker, ...","Effect of Germination, Fermentation and Cooking on Phytic Acid and Tannin Contents and Hci-extractability of Minerals of Sorghum (Sorghum biocolor) Cultivars",2005,,,,,,
4,J Hammer,Envisioning Jewish HCI,2020,Extended Abstracts of the 2020 CHI Conference on …,,,,,
29,"MI Ugwoke, N Verbeke, R Kinget",Microencapsulation of apomorphine HCI with gelatin,1997,International journal of pharmaceutics,,,,,
32,"TSA SAJADI, N Razavi",Preparation and characterization of albumin microspheres encapsulated with propranolol HCI,2003,,,,,,
44,L Hardman,User-centred hypertext design: the application of HCI design principles and,1990,Hypertext: State of the art,,,,,
15,"M Park, S Park, S Cho, DK Lee, ...",NAND Flash reliability degradation induced by HCI in boosted channel potential,2010,2010 IEEE …,,,,,
37,"S Zhu, Y Zhang, C Zhang",Effect of CaCO3/LiCO3 on the HCI generation of PVC during combustion,2003,Polymer testing,,,,,
10,"G de Andrade Cardieri, LM Zaina","Analyzing user experience in mobile web, native and progressive web applications: A User and HCI specialist perspectives",2018,… of the 17th Brazilian Symposium on …,,,,,
17,"F Bérard, A Rochet-Capellan",The transfer of learning as hci similarity: Towards an objective assessment of the sensory-motor basis of naturalness,2015,Proceedings of the 33rd Annual ACM …,,,,,
34,CT Schmidt,The systemics of dialogism: on the prevalence of the self in HCI design,1997,Journal of the American Society for Information …,,,,,
14,"SS Bhowmick, B Choi, C Li",Graph querying meets HCI: state of the art and future directions,2017,Proceedings of the 2017 ACM International …,,,,,
10,"J Frich, MM Biskjaer, P Dalsgaard",Why HCI and creativity research must collaborate to develop new creativity support tools,2018,"… of the Technology, Mind, and Society",,,,,
15,"C Schlünder, J Berthold, F Proebster, ...",On the influence of BTI and HCI on parameter variability,2017,2017 IEEE …,,,,,
14,E Blevis,Being Photo-Visual in HCI and Design,2016,Proceedings of the 2016 ACM Conference on …,,,,,
20,"IAT Leão, JA Del Porto","… with the mood disorder questionnaire (MDQ) of an instrument for the detection of hypomania in Brazil: The 32 item hypomania symptom check-list, first Revision (HCI …",2012,Journal of affective disorders,,,,,
10,"B Warin, C Kolski, C Toffolon",Living persona technique applied to HCI education,2018,2018 IEEE Global Engineering …,,,,,
21,"J Liu, S Seneff, V Zue",Harvesting and summarizing user-generated content for advanced speech-based HCI,2012,IEEE Journal of Selected Topics in …,,,,,
39,"M Fernstrom, F Brazil, L Bannon",HCI design and interactive sonification for fingers and ears,2005,IEEE MultiMedia,,,,,
26,C Lewis,HCI and cognitive disabilities,2006,Interactions,,,,,
12,"R Talhouk, V Vlachokyriakos, A Weibert, K Aal, ...",Refugees & HCI Workshop: The role of HCI in responding to the refugee crisis,2017,Proceedings of the …,,,,,
17,BM Choi,A new therapeutic option for postoperative pain management with oxycodone HCI injection,2016,Korean journal of anesthesiology,,,,,
16,"I Siegert, R Bock, A Wendemuth, ...","Overlapping speech, utterance duration and affective content in HHI and HCI-An comparison",2015,2015 6th IEEE …,,,,,
26,S Ten Kate,Trustworthiness within Social Networking Sites: A study on the intersection of HCI and Sociology,2009,"Unpublished Business Studies Master, University of …",,,,,
24,Y Horikane,The political economy of heavy industrialization: the heavy and chemical industry (HCI) push in South Korea in the 1970s,2005,Modern Asian Studies,,,,,
19,"R Smith, S Morrissey, H Somers",HCI for the Deaf community: Developing human-like avatars for sign language synthesis,2010,,,,,,
488,"C Bolden-Watson, E Richelson",Blockade by newly-developed antidepressants of biogenic amine uptake into rat brain synaptosomes,1993,Life sciences,,,,,
20,"R Molich, B Laurel, C Snyder, W Quesenbery, ...",Ethics in HCI,2001,CHI'01 extended …,,,,,
12,"E Eriksson, D Pargman, O Bates, M Normark, ...","HCI and UN's Sustainable Development Goals: Responsibilities, barriers and opportunities",2016,Proceedings of the 9th …,,,,,
21,"S Kiamehr, F Firouzi, MB Tahoori",Input and transistor reordering for NBTI and HCI reduction in complex CMOS gates,2012,… of the great lakes symposium on …,,,,,
19,"S Prost, J Schrammel, K Röderer, ...",Contextualise! personalise! persuade! a mobile hci framework for behaviour change support systems,2013,Proceedings of the 15th …,,,,,
3,"A Kuzminykh, JR Cauchard",Be Mine: Contextualization of Ownership Research in HCI,2020,Extended Abstracts of the 2020 CHI …,,,,,
15,"S Kuznetsov, AS Taylor, E Paulos, C DiSalvo, ...",(DIY) biology and opportunities for HCI,2012,Proceedings of the …,,,,,
22,"A Diriye, ML Wilson, A Blandford, A Tombros",Revisiting exploratory search from the hci perspective,2010,HCIR 2010,,,,,
39,J Kim,Toward the construction of customer interfaces for cyber shopping malls-HCI research for electronic commerce,1997,Electronic Markets,,,,,
72,"MG Kelly, RW O'Gara, ST Yancey, ...","Comparative Carcinogenicity of N-Isopropyl-α-(2-Methylhydrazino)-p-Toluamide · HCI (Procarbazine Hydrochloride), Its Degradation Products, Other Hydrazines …",1969,Journal of the …,,,,,
18,"I Hussein, M Mahmud, AW Yeo",HCI practices in Malaysia: A reflection of ICT professionals' perspective,2010,… International Symposium on …,,,,,
1,"Q Zhou, CC Chua, J Knibbe, J Goncalves, ...",Dance and Choreography in HCI: A Two-Decade Retrospective,2021,Proceedings of the 2021 …,,,,,
23,"M Tona, H Watanabe, S Takahashi, ...",Observation of HCI-induced nanostructures with a scanning probe microscope,2007,Journal of Physics …,,,,,
17,"K Bachour, R Wetzel, M Flintham, TD Huynh, ...",Provenance for the people: an HCI perspective on the W3C PROV standard through an online game,2015,Proceedings of the 33rd …,,,,,
20,"EM Huang, E Blevis, J Mankoff, LP Nathan, ...",Defining the role of HCI in the challenges of sustainability,2009,CHI'09 Extended …,,,,,
27,"DD Schmorrow, LM Reeves","Foundations of Augmented Cognition: Third International Conference, FAC 2007, Held as Part of HCI International 2007, Beijing, China, July 22-27, 2007 …",2007,,,,,,
15,"E Blevis, Y Rogers, M Siegel, W Hazlewood, ...","Integrating HCI and design: HCI/d at IUB, a design education case story",2004,… HCI. ACM CHI 2004 …,,,,,
10,"M Smyth, I Helgason, F Kresin, M Balestrini, ...","Maker movements, do-it-yourself cultures and participatory design: Implications for HCI research",2018,Extended Abstracts of …,,,,,
22,"S Bernonville, C Kolski, N Leroy, ...",Integrating the SE and HCI models in the human factors engineering cycle for re-engineering Computerized Physician Order Entry systems for medications: Basic …,2010,International journal of …,,,,,
37,A Sutcliffe,"Symbiosis and synergy? scenarios, task analysis and reuse of HCI knowledge",2003,Interacting with Computers,,,,,
5,"J Shin, G Aceves Sepúlveda, W Odom",""" Collective Wisdom"" Inquiring into Collective Homes as a Site for HCI Design",2019,… of the 2019 CHI Conference on …,,,,,
31,"G Işik, S Ince, F Saǧlam, U Onan",Comparative SEM study on the effect of different demineralization methods with tetracycline HCI on healty root surfaces,1997,Journal of clinical …,,,,,
19,"A Liapis, N Karousos, C Katsanos, M Xenos",Evaluating user's emotional experience in HCI: The physiOBS approach,2014,International Conference on …,,,,,
22,M Sikorski,HCI and the Economics of User Experience,2008,Maturing Usability,,,,,
20,"B Myers, A Ko","The past, present and future of programming in HCI",2009,,,,,,
38,LJ Bannon,Dwelling in the “great divide”: The case of HCI and CSCW,1997,"Social science, technical systems, and cooperative …",,,,,
31,J Coutaz,Evaluation techniques: Exploring the intersection of HCI and software engineering,1994,Workshop on Software Engineering and Human …,,,,,
2,"C Katsanos, M Xenos, N Tselios, ...",Tool-mediated HCI modelling instruction: evidence from three studies,2020,Behaviour & Information …,,,,,
32,G Marsden,Using HCI to leverage communication technology,2003,Interactions,,,,,
16,"S Asthana, P Singh, P Gupta",Survival analysis: Objective assessment of wait time in hci,2015,Proceedings of the 33rd Annual ACM …,,,,,
6,"X Wan, B Zhu, M Mohan, K Wu, D Choi, ...",HCI improvement on 14nm FinFET io device by optimization of 3D junction profile,2019,2019 IEEE …,,,,,
24,"T Bader, R Räpple, J Beyerer",Fast invariant contour-based classification of hand symbols for HCI,2009,… on Computer Analysis of Images and …,,,,,
21,"O Lopes, M Reyes, S Escalera, ...",Spherical blurred shape model for 3-D object and pose recognition: Quantitative analysis and HCI applications in smart environments,2014,IEEE transactions on …,,,,,
10,"N Marquardt, S Houben, M Beaudouin-Lafon, ...","HCITools: Strategies and Best Practices for Designing, Evaluating and Sharing Technical HCI Toolkits",2017,Proceedings of the …,,,,,
0,"SB Dias, JA Diniz, E Konstantinidis, ...",Assistive HCI-Serious Games Co-design Insights: The Case Study of i-PROGNOSIS Personalized Game Suite for Parkinson's Disease,2021,Frontiers in …,,,,,
17,"C Sharma, SK Dubey",Analysis of eye tracking techniques in usability and HCI perspective,2014,2014 International Conference on …,,,,,
14,V Kaptelinin,Making the case for an existential perspective in HCI research on mortality and death,2016,Proceedings of the 2016 CHI Conference Extended …,,,,,
27,E Buie,HCI standards a mixed blessing,1999,Interactions,,,,,
70,"M Naka, K Hashimoto, T Masumoto",Effect of heat treatment on corrosion behavior of amorphous Fe-Cr-PC and Fe-Ni-Cr-PB alloys in 1N HCI,1980,Corrosion,,,,,
13,"H Zafar, AB Randolph, N Martin",Toward a more secure HRIS: The role of HCI and unconscious behavior,2017,AIS Transactions on Human …,,,,,
24,"LP Nathan, E Blevis, B Friedman, J Hasbrouck, ...",Beyond the hype: sustainability & HCI,2008,CHI'08 extended …,,,,,
30,"JL Drury, J Scholtz, HA Yanco",Applying CSCW and HCI techniques to human-robot interaction,2006,,,,,,
11,"C Egan, D Benyon",Sustainable HCI: Blending permaculture and user-experience.,2017,Proceedings of the 2017 ACM Conference …,,,,,
7,"CLB Maia, ES Furtado",An approach to analyze user's emotion in HCI experiments using psychophysiological measures,2019,IEEE Access,,,,,
35,"G Hayderer, S Cernusca, M Schmid, P Varga, ...",STM studies of HCI-induced surface damage on highly oriented pyrolytic graphite,2001,Physica …,,,,,
21,RM Baecker,TIMELINES Themes in the early history of HCI---some unanswered questions,2008,Interactions,,,,,
16,"X Wang, P Jain, D Jiao, CH Kim",Impact of interconnect length on BTI and HCI induced frequency degradation,2012,2012 IEEE International …,,,,,
22,"L Lew, T Nguyen, S Messing, S Westwood",Of course I wouldn't do that in real life: advancing the arguments for increasing realism in HCI experiments,2011,CHI'11 Extended Abstracts …,,,,,
14,"FF Mueller, J Marshall, RA Khot, S Nylander, ...",Understanding Sports-HCI by going Jogging at CHI,2015,Proceedings of the 33rd …,,,,,
17,"M Söllner, A Hoffmann, H Hoffmann, ...",How to use behavioral research insights on trust for HCI system design,2012,CHI'12 Extended …,,,,,
7,"HM Elabbasy, SM Zidan, AFS El-Aziz",Inhibitive behavior of Ambrosia Maritima extract as an eco-friendly corrosion inhibitor for carbon steel in 1M HCI,2019,Zaštita materijala,,,,,
0,"Y Strengers, J Sadowski, Z Li, A Shimshak, ...",What Can HCI Learn from Sexual Consent? A Feminist Process of Embodied Consent for Interactions with Emerging Technologies,2021,Proceedings of the …,,,,,
12,"H Garg, T Choudhury, P Kumar, ...",Comparison between significance of usability and security in HCI,2017,2017 3rd International …,,,,,
22,"K Arai, R Mardiyanto",Evaluation of users' impact for using the proposed eye based HCI with moving and fixed keyboard by using eeg signals,2011,… Journal of Research and Reviews in …,,,,,
20,"A Moldovan, K Birmann, J Rentsch, ...",Combined Ozone/HF/HCI based cleaning and adjusted emitter etch-back for silicon solar cells,2013,Solid State …,,,,,
18,K Moffatt,Older-adult HCI: Why should we care?,2013,Interactions,,,,,
15,"I Siegert, K Hartmann, D Philippou-Hübner, ...",Human behaviour in HCI: Complex emotion detection through sparse speech features,2013,… Workshop on Human …,,,,,
23,"MS Cardenas-Claros, PA Gruba",Bridging CALL & HCI: Input from participatory design,2010,Calico Journal,,,,,
12,"DA Magües, JW Castro, ...",HCI usability techniques in agile development,2016,2016 IEEE International …,,,,,
15,S Kumar,Author productivity in the field Human Computer Interaction (HCI) research,2015,Annals of Library and Information Studies (ALIS),,,,,
19,N Aykin,"Usability and Internationalization. HCI and Culture: Second International Conference on Usability and Internationalization, UI-HCII 2007, Held as Part of HCI …",2007,,,,,,
7,DJ Gunkel,The relational turn: third wave HCI and phenomenology,2018,New Directions in Third Wave Human-Computer …,,,,,
36,"DNB Hall, RW Noyes",The identification of the 1-0 and 2-1 Bands of HCI in the infrared sunspot spectrum,1972,The Astrophysical Journal,,,,,
302,"JA Burkhard, G Wuitschik, ...",Oxetanes as versatile elements in drug discovery and synthesis,2010,Angewandte Chemie …,,,,,
12,"C Boscarioli, MS Silveira, RO Prates, SA Bim, ...",Charting the landscape of HCI education in brazil,2014,… Conference on Human …,,,,,
0,"J Pater, A Coupe, R Pfafman, C Phelan, ...",Standardizing Reporting of Participant Compensation in HCI: A Systematic Literature Review and Recommendations for the Field,2021,Proceedings of the …,,,,,
25,"JM Schraagen, SF Chipman, VL Shalin",Getting the knowledge into HCI: theoretical and practical aspects of task knowledge structures,2000,Cognitive task analysis,,,,,
25,"S Adikari, C McDonald, P Collings",A Design Science approach to an HCI research project,2006,… of the 18th Australia conference on …,,,,,
30,"N Oshima, TM Kojima, M Niigaki, A Mohri, ...",Development of a cold HCI source for ultra-slow collisions,2003,Nuclear Instruments and …,,,,,
17,"A Faulring, BA Myers, Y Oren, ...",A case study of using HCI methods to improve tools for programmers,2012,2012 5th International …,,,,,
6,"SS Feger, S Dallmeier-Tiessen, PW Woźniak, ...","The Role of HCI in Reproducible Science: Understanding, Supporting and Motivating Core Practices",2019,Extended Abstracts of …,,,,,
13,AL Culén,"HCI education: Innovation, creativity and design thinking",2015,International Conferences on Advances in Computer …,,,,,
53,"LL Judd, DS Janowsky, A Zettner, LY Huey, ...",Effects of naloxone-HCI on cortisol levels in patients with affective disorder and normal controls,1981,Psychiatry …,,,,,
34,G Gritzner,Oxidation step in electrolysis of aqueous hci,1973,"US Patent 3,711,388",,,,,
3,"J Gugenheimer, M McGill, S Huron, C Mai, ...","Exploring potentially abusive ethical, social and political implications of mixed reality research in HCI",2020,Extended Abstracts of …,,,,,
27,"S Gievska, R Lindeman, J Sibert",Examining the qualitative gains of mediating human interruptions during hci,2005,Proceedings 11th International …,,,,,
17,N Henze,Hit it! An apparatus for upscaling mobile HCI studies,2012,CHI'12 Extended Abstracts on Human Factors in …,,,,,
3,"MA DeVito, AM Walker, C Lustig, AJ Ko, ...",Queer in HCI: Supporting LGBTQIA+ Researchers and Research Across Domains,2020,Extended Abstracts of …,,,,,
16,J Mankoff,Practical service learning issues in HCI,2006,CHI'06 Extended Abstracts on Human Factors in …,,,,,
20,A Marcus,"… Experience, and Usability. Theory, Methods, Tools and Practice: First International Conference, DUXU 2011, Held as Part of HCI International 2011, Orlando …",2011,,,,,,
10,"JC Read, M Horton, D Fitton, G Sim",Empowered and informed: Participation of children in HCI,2017,IFIP Conference on Human …,,,,,
25,P Warren,"Learning to program: spreadsheets, scripting and HCI",2004,Proceedings of the Sixth Australasian Conference on …,,,,,
3,"C Remy, L MacDonald Vermeulen, J Frich, ...",Evaluating Creativity Support Tools in HCI Research,2020,Proceedings of the …,,,,,
9,"M Veale, R Binns, M Van Kleek",Some HCI priorities for GDPR-compliant machine learning,2018,arXiv preprint arXiv:1803.06174,,,,,
17,"J Shen, M Pantic",Framework: A Software Framework for Multimodal Human-Computer Interaction Systems,2013,IEEE transactions on cybernetics,,,,,
42,"AT Ping, AC Schmitz, MA Khan, I Adesida",Dry etching of GaN using chemically assisted Ion beam etching with HCI and H 2/Cl 2,1996,Journal of electronic materials,,,,,
15,"Y Rogers, L Bannon, G Button","Rethinking theoretical frameworks for HCI: report on an INTERCHI'93 workshop, Amsterdam, 24–25th April, 1993",1994,ACM SIGCHI Bulletin,,,,,
30,"A Vanheusden, B Nusgens, G Goffinet, ...",In vitro modulation of human gingival epithelial cell attachment and migration by minocycline‐HCI,1998,Journal of …,,,,,
6,"T Aitamurto, M Ananny, CW Anderson, ...","HCI for accurate, impartial and transparent journalism: Challenges and solutions",2019,Extended Abstracts of …,,,,,
24,"KP Moloney, JA Jacko, B Vidakovic, F Sainfort, ...",Leveraging data complexity: Pupillary behavior of older adults with visual impairment during HCI,2006,ACM Transactions on …,,,,,
18,JA Jacko,"Human-Computer Interaction: Design and Development Approaches: 14th International Conference, HCI International 2011, Orlando, FL, USA, July 9-14 …",2011,,,,,,
9,"C Elsden, B Nissen, K Jabbar, R Talhouk, ...","HCI for blockchain: studying, designing, critiquing and envisioning distributed ledger technologies",2018,Extended Abstracts of …,,,,,
12,"P Fernando, M Pandelakis, S Kuznetsov",Practicing diybiology in an hci setting,2016,Proceedings of the 2016 CHI …,,,,,
23,"J Hailpern, K Karahalios, J Halle, L Dethorne, ...",A3: Hci coding guideline for research using video annotation to assess behavior of nonverbal subjects with computer-based intervention,2009,ACM Transactions on …,,,,,
11,"R Anggarendra, M Brereton",Engaging children with nature through environmental HCI,2016,… of the 28th Australian Conference on …,,,,,
6,"O St-Cyr, A Jovanovic, M Chignell, CM MacDonald, ...",The HCI living curriculum as a community of practice,2018,Interactions,,,,,
5,"ST Völkel, R Schödel, D Buschek, C Stachl, ...",2. Opportunities and challenges of utilizing personality traits for personalization in HCI,2019,Personalized Human …,,,,,
19,"M Schwaller, S Brunner, D Lalanne",Two handed mid-air gestural hci: Point+ command,2013,International Conference on Human …,,,,,
22,"M Klann, A Malizia, L Chittaro, I Aedo Cuevas, ...",HCI for emergencies,2008,CHI'08 extended …,,,,,
0,"S Homewood, M Hedemyr, ...",Tracing Conceptions of the Body in HCI: From User to More-Than-Human,2021,Proceedings of the …,,,,,
7,"LL Chuang, U Pfeil",Transparency and Openness Promotion Guidelines for HCI,2018,Extended Abstracts of the 2018 CHI Conference on …,,,,,
17,JP Dimond,Feminist HCI for real: Designing technology in support of a social movement,2012,,,,,,
21,"S Poli, S Reggiani, G Baccarani, ...",Investigation on the temperature dependence of the HCI effects in the rugged STI-based LDMOS transistor,2010,… Devices & IC's …,,,,,
5,"M Zajemska, P Rajca, S Szwaja, S Morel",The chemical mechanism of the HCI formation in the pyrolysis process of selected wastes,2019,Przemysl Chemiczny,,,,,
23,"S Asteriadis, K Karpouzis, S Kollias",Feature extraction and selection for inferring user engagement in an hci environment,2009,International Conference on Human …,,,,,
26,"J Coutaz, G Calvary",HCI and software engineering: Designing for user interface plasticity,2007,The Human-Computer Interaction …,,,,,
20,"K Pitula, D Dysart-Gale, ...",Expanding theories of HCI: A case study in requirements engineering for ICT4D,2010,Information Technologies & …,,,,,
11,"N Kumar, SM Dray, C Sturm, N Sambasivan, ...",HCI Across Borders,2017,Proceedings of the …,,,,,
13,"RA Majid, NLM Noor, WAW Adnan, ...",A survey on HCI considerations in the software development life cycle: from practitioner's perspective,2009,Proceedings of the 2nd …,,,,,
0,"LÅEJ Hansson, T Cerratto Pargman, ...",A Decade of Sustainable HCI: Connecting SHCI to the Sustainable Development Goals,2021,Proceedings of the 2021 …,,,,,
33,"S Howard, DM Murray",A taxonomy of evaluation techniques for HCI,1987,Human–Computer Interaction–INTERACT'87,,,,,
9,"A Singh, N Newhouse, J Gibbs, AE Blandford, ...",HCI and health: Learning from interdisciplinary interactions,2017,Proceedings of the …,,,,,
0,"N Ballou, VR Warriar, S Deterding",Are You Open? A Content Analysis of Transparency and Openness Guidelines in HCI Journals,2021,… of the 2021 CHI Conference on …,,,,,
54,"PF Wright, KT Khaw, MN Oxman, ...",Evaluation of the Safety of Amantadine. HCI and the Role of Respiratory Viral Infections in Children with Cystic Fibrosis,1976,Journal of Infectious …,,,,,
23,"JE Hyun, YS Kim, CS Jeong",Anti-oxidative Effect of Ginsenoside on the HCI.Ethanol-Induced Gastric Tissue in Rats,2002,Korean Journal of Pharmacognosy,,,,,
71,"R Azria, L Roussier, R Paineau, ...",Attachement électronique dissociatif sur HCI et DCI,1974,Revue de …,,,,,
23,R Petrasch,Model Based User Interface Design: Model Driven ArchitectureTM und HCI Patterns,2007,,,,,,
35,"VE Molteni, MÁ Zulueta",Análisis de la visibilidad internacional de la producción científica argentina en las bases de datos SSCI y A & HCI en la década de 1990-2000: estudio bibliométrico,2002,Revista española de documentación …,,,,,
18,"문지현, 임성택, 박차라, 이인성, 김진우",사용자 경험에 대한 HCI 적 관점에서의 개념적 고찰: 사용자 경험의 개념 정의와 공동 경험감 개념의 제안,2008,한국 HCI 학회 논문지,,,,,
13,"P Prihati, M Mustafid, ...",Penerapan model human computer interaction (hci) dalam analisis sistem informasi,2011,JSINBIS (Jurnal Sistem …,,,,,
